,context,label
1828,"Brock, Pham and Estes and Sons",1
1829,Kimberly Khan,0
1830,Local income tax  Locality,2
1831,John Park,0
1832,Stephen Stevenson,0
1833,Local income tax  Locality,2
1834,portion REISSUED social security number,2
1835,Erika Giles,0
1836,Duran LLC LLC,1
1837,Meyer PLC LLC,1
1838,"Baker, Morrow and Owens and Sons",1
1839,Duncan Group Ltd,1
1840,Edgar Everett,0
1841,Service Form Statement Copy Be,2
1842,security number This information furnished,2
1843,West Inc PLC,1
1844,security number This information furnished,2
1845,number Visit IRS Website STATEMENT,2
1846,sanction may imposed STATEMENT OMB,2
1847,Sherry Spencer,0
1848,Andrea Walsh,0
1849,OMB Use asev file b,2
1850,Fisher-Aguilar LLC,1
1851,report b Employer identification number,2
1852, Nonqualified plans a See,2
1853,Social security wages Social security,2
1854,"Mccarty, Austin and Phillips PLC",1
1855,John Bass,0
1856,Stephen Chavez,0
1857,William Lamb,0
1858,instructionsforbox    ,2
1859,"Perkins, Beasley and Randall and Sons",1
1860,"Zimmerman, Lewis and Rhodes LLC",1
1861,Jones-Lindsey Group,1
1862,Maldonado Inc Group,1
1863,enclosed Notice c d ,2
1864,Cody Butler,0
1865,Troy Cruz,0
1866,Waters-Pena and Sons,1
1867,tips Medicare tax withheld Social,2
1868,Thompson Inc and Sons,1
1869,"Walker, Malone and Macias Ltd",1
1870,Darlene Garner,0
1871,c ZIP code Social security,2
1872,Shannon Chase,0
1873,David Cook,0
1874, Locality name Wage Tax,2
1875,Price and Sons and Sons,1
1876,This information furnished Internal Revenue,2
1877,Barajas-Martin Inc,1
1878,Tiffany Velez,0
1879,security wage Social security tax,2
1880,Owens PLC Group,1
1881,William Ryan,0
1882,Last name  Vonqualified plans,2
1883,Santiago Ltd LLC,1
1884,Nancy Henderson,0
1885,"Mitchell, Mason and Moran PLC",1
1886,a See instructions forbox ,2
1887,Kathleen Rodriguez,0
1888,Colon PLC Inc,1
1889,withheld Medicare wages tips Medicare,2
1890,"Hanson, Perez and Lloyd Inc",1
1891,"Adams, Reyes and Vega Ltd",1
1892,Dodson-Keller PLC,1
1893,Combs-Smith Ltd,1
1894,income tax  Local ,2
1895,wages tips Medicare tax withheld,2
1896,furnished Internal Revenue If required,2
1897,Liu-Sanchez LLC,1
1898,Hicks and Sons Ltd,1
1899,Terry Inc and Sons,1
1900,Campbell PLC PLC,1
1901,Stephens-Lynch Ltd,1
1902,Taylor Ltd and Sons,1
1903,Anthony White,0
1904,Young-Stout PLC,1
1905,Richard Blake,0
1906,"Barnett, Walker and Ortega Inc",1
1907,Bell-Martin PLC,1
1908,Emily Little,0
1909,ZIP code Social security wages,2
1910,Hamilton-Booker PLC,1
1911,  Other enclosed Notice,2
1912,Martin Ltd LLC,1
1913,Floyd-Soto PLC,1
1914,Stephanie Harper,0
1915,Local income tax  Locality,2
1916,Brown-Higgins Inc,1
1917,Robert Hensley,0
1918,James Rhodes,0
1919,Department Revenue Service Form Statement,2
1920,Mullins Group Group,1
1921,Hammond-Alexander PLC,1
1922,Greene-Bush and Sons,1
1923,Stephen Caldwell,0
1924,G  f address ZIP,2
1925,Advance EIC payment  Dependent,2
1926, f address ZIP code,2
1927,Nelson Inc Group,1
1928,Christopher Allen,0
1929,Morton-Blevins Inc,1
1930,Debra Carlson,0
1931,Monica Richards,0
1932,tax  Localityname Village Wage,2
1933,care benefits   e,2
1934,Brent Alexander,0
1935,Katherine Hensley,0
1936, Other enclosed Notice c,2
1937,Jacob Thomas,0
1938,Christine Holland,0
1939,David Turner,0
1940,Sergio Wright,0
1941,Martinez-Jacobs and Sons,1
1942,Keep lower portion REISSUED social,2
1943,Crystal Munoz,0
1944,Department Revenue Service Form Statement,2
1945,Lee PLC Inc,1
1946,d H  f address,2
1947,Mr. Nathan,0
1948,Erin Phillips,0
1949,emplove plan sickpay  Donna,2
1950,"Hoffman, Clark and Glenn Ltd",1
1951,This information furnished Internal Revenue,2
1952,"Kelly, Davis and Garcia Group",1
1953,Stevenson-Moran LLC,1
1954,Cheryl Richardson,0
1955,Fisher-Nichols LLC,1
1956,John Green,0
1957,income tax  Local ,2
1958,code  State state ID,2
1959,Internal Revenue Cut Keep lower,2
1960,Scott Moore,0
1961,sickpay D   Other,2
1962,"Rivera, Underwood and Huber and Sons",1
1963,Wright-Hall Ltd,1
1964,Garcia LLC PLC,1
1965,Hanson and Sons Ltd,1
1966,Kevin Harrington,0
1967, e firstname initial Last,2
1968,Nancy Lewis,0
1969,plan sick pay X x,2
1970,wages Social security tax withheld,2
1971,Laura Brown,0
1972,"Casey, Green and Morales Ltd",1
1973,Victoria Richardson,0
1974,Rebecca Lawrence,0
1975,Locality name  Wage Tax,2
1976, Department Revenue Service Form,2
1977,number Advance EIC payment ,2
1978,security wages Social security tax,2
1979,Martin Becker,0
1980,Stephen Scott,0
1981,Martin-Lester and Sons,1
1982,Dixon LLC and Sons,1
1983,Karen Mercado,0
1984,Justin Carpenter,0
1985,address ZIP code  State,2
1986,number  State wages tips,2
1987,"Clark, Williams and Benjamin PLC",1
1988,"Jackson, Singleton and Gutierrez and Sons",1
1989,This information furnished Internal Revenue,2
1990,"Snyder, Osborne and Davis LLC",1
1991,"Cruz, Rodriguez and Moran PLC",1
1992,Tiffany Black,0
1993,Huber-Frazier LLC,1
1994,a See instructions forbox ,2
1995,Mcdaniel and Sons Ltd,1
1996,Bonnie Mills,0
1997,Evans Group Inc,1
1998,  Other enclosed Notice,2
1999,Statutory Retirement b emplove lan,2
2000,wages tips Medicare tax withheld,2
2001,benefit   e first,2
2002,Parks Ltd LLC,1
2003,Kelly Jackson,0
2004, Allocated tips Control number,2
2005,   Statutory Retirement,2
2006,Kendra Owen,0
2007,Tran LLC Inc,1
2008,Jason Daniel,0
2009,Dakota Elliott,0
2010,Jessica Beck,0
2011,Gonzalez PLC Inc,1
2012,Waller LLC LLC,1
2013,White LLC Ltd,1
2014,Terry Torres,0
2015,income tax withheld c ZIP,2
2016,Jason Price,0
2017,initial Last name  Nonqualified,2
2018,Williams LLC Ltd,1
2019,Christopher White,0
2020,Estes Ltd PLC,1
2021,Dudley PLC and Sons,1
2022,Lindsay Padilla,0
2023,Jeffrey Hoffman,0
2024,"Casey, Mcfarland and Gibson Group",1
2025,"Johnson, Fletcher and Rose and Sons",1
2026,Todd Silva,0
2027,"Jimenez, Cabrera and Smith Inc",1
2028,tax withheld Social security tips,2
2029,Notice c E  d,2
2030,number  State wages tips,2
2031,Brown-Hardin PLC,1
2032,Bill Miller,0
2033,Christopher Duncan,0
2034,Local income tax  Locality,2
2035,Colleen Martinez,0
2036,Christopher Sutton,0
2037,Natalie Brandt,0
2038,"Nelson, Morton and Colon and Sons",1
2039,Use asev file b Employer,2
2040,security number Visit IRS Website,2
2041,Lindsey-Chandler PLC,1
2042,Pacheco Inc Ltd,1
2043,enclosed Notice c E ,2
2044,G  f address ZIP,2
2045,ID number  State wages,2
2046,"Burgess, Wilson and Davis and Sons",1
2047,ZIP code  State state,2
2048,Martin Smith,0
2049,Mary Hamilton,0
2050,Ryan Rosales,0
2051,"Wilson, Brown and Walker Inc",1
2052,Advance EIC payment  Dependent,2
2053,Rodriguez-Sanchez Inc,1
2054,Smith Group PLC,1
2055,Lopez-Kelley and Sons,1
2056,Blake Stokes,0
2057,Michael Tate,0
2058,wages tips Medicare tax withheld,2
2059,Department Revenue Service Form Statement,2
2060,Joseph Watson,0
2061,Vasquez-Davis Group,1
2062,Cheryl Manning,0
2063,lower portion REISSUED social security,2
2064,Black-Miller PLC,1
2065,"Huffman, Harmon and Evans Ltd",1
2066,Social security tax withheld Medicare,2
2067,Jenny Frye,0
2068,Luke Thomas,0
2069,Justin Long,0
2070,Rocha-Jackson Inc,1
2071,State state ID number ,2
2072,Federal income tax withheld c,2
2073,Wright-Nguyen Group,1
2074,Hammond Inc LLC,1
2075,wages tips Medicare tax withheld,2
2076,withheld Medicare wages tips Medicare,2
2077,Control number Advance EIC payment,2
2078,Dustin Sandoval,0
2079,Revenue Service Form Statement Copy,2
2080,Joshua Herring,0
2081,Ellis PLC PLC,1
2082,Evans LLC Ltd,1
2083,Mrs. Anna,0
2084,Parker-Davenport and Sons,1
2085,identification number compensation Federal income,2
2086,Department Revenue Service Form Statement,2
2087,fail report b Employer identification,2
2088,FEDERAL Tax Return This information,2
2089,Karen Martin,0
2090,IRS Website STATEMENT OMB Use,2
2091,Whitney Tyler,0
2092,Andrea Deleon,0
2093,Cameron Russo,0
2094,security tax withheld Medicare wages,2
2095,Mosley-Myers and Sons,1
2096,sickpay X E  ,2
2097,tips Medicare tax withheld Ballard,2
2098,ZIP code Social security wages,2
2099,e firstname initial Last name,2
2100,Angela Hudson,0
2101,Service Form Statement Copy Be,2
2102,Advance EIC payment  Dependent,2
2103,Victoria Casey,0
2104,security tips Allocated tips Control,2
2105, Localityname Wage Tax ,2
2106,"Valencia, Howe and Kemp Group",1
2107,Brown Group PLC,1
2108,Miller-Rivera PLC,1
2109,Mr. Shawn,0
2110,"Reese, Lee and Gonzalez and Sons",1
2111,John Diaz,0
2112,address ZIP code  State,2
2113,tips Control number Advance EIC,2
2114,Lamb-Grant and Sons,1
2115,number Advance EIC payment Dependent,2
2116,Garcia Inc Inc,1
2117,"Marshall, Grant and Atkinson PLC",1
2118,"Parker, Munoz and Andrews and Sons",1
2119,John Moss,0
2120,Michael Francis,0
2121,Villanueva Ltd Ltd,1
2122,Scott Owens,0
2123, State state ID number,2
2124,April Smith,0
2125,Amanda Carrillo,0
2126,Mr. John,0
2127,nsew file b Employer identification,2
2128,Townsend-Blair Group,1
2129,Michael Mclaughlin,0
2130,"Reed, Martinez and Barnett and Sons",1
2131, e first name initial,2
2132,"Edwards, Evans and Hanson and Sons",1
2133,English-Curtis Inc,1
2134,Kimberly Cross,0
2135,Horn Group Inc,1
2136,Anthony Johnson,0
2137,Jerry King,0
2138,Employer identification number compensation Federal,2
2139, Local income tax ,2
2140,Hanna-Allen Inc,1
2141,Roberts-Wu and Sons,1
2142,Mike King,0
2143,Shelly Holmes,0
2144,"White, Dudley and Little PLC",1
2145,Ashley Wood,0
2146,Hansen PLC Inc,1
2147,etc  State income tax,2
2148,Harris-Rodriguez Inc,1
2149,Rachel Cruz,0
2150,Statutory Retirement b employe plan,2
2151,Jessica Bean,0
2152,Thomas Smith,0
2153,Melissa Pitts,0
2154,Darius Jackson,0
2155,"Santos, Phillips and Nelson PLC",1
2156,"Walker, Mcpherson and Chen Group",1
2157,Sandra Dean,0
2158,Michael Rivera,0
2159,Coffey-Patel Inc,1
2160,Jamie Thompson,0
2161,Samantha Vincent,0
2162,Thompson Inc Inc,1
2163,Katie Horton,0
2164,Wage Tax  Department Revenue,2
2165,Allocated tips Control number Advance,2
2166,Richard Rodriguez,0
2167,Hill-Holt PLC,1
2168,Brown-Garcia and Sons,1
2169,number This information furnished Internal,2
2170, Local income tax ,2
2171,Foster PLC Ltd,1
2172,sanction may imposed STATEMENT OMB,2
2173,Phillips Inc Ltd,1
2174,Martin-Snyder LLC,1
2175,  Statutory Retirement b,2
2176,Howell-May Inc,1
2177,Dependent care benefits  ,2
2178,Mrs. Debbie,0
2179,Robert Villa,0
2180,John Williams,0
2181,ZIP code Social security wages,2
2182,Julia Nelson,0
2183,plans a See instructions box,2
2184,Coffey-Johnson Group,1
2185,Internal Revenue If required STATEMENT,2
2186,Mercado and Sons Inc,1
2187,Nina Johnson,0
2188,state ID number  State,2
2189,Service Form Statement Copy Be,2
2190,care benefits   e,2
2191,Neil Palmer,0
2192,Cut Keep lower portion REISSUED,2
2193,Coleman Inc Inc,1
2194,Blanchard PLC Inc,1
2195,tips  State income tax,2
2196,Stephanie Bradshaw,0
2197,E   Statutor Retirement,2
2198,EIC payment Dependent care benefits,2
2199,John Wright,0
2200,State  State income tax,2
2201,Lindsey Wilson,0
2202,name Wage Tax  Department,2
2203,Internal Revenue If required file,2
2204,Gregory Fry,0
2205,etc  Local income tax,2
2206,sanction may imposed income taxable,2
2207,tax  Locality name Wage,2
2208,Landry-Hughes Ltd,1
2209,"Thompson, Richards and Park and Sons",1
2210,King-Carter Inc,1
2211,Social security tax withheld Medicare,2
2212,Sheri Taylor,0
2213,Sean Rogers,0
2214,ZIP code  State state,2
2215,Jackson Ltd LLC,1
2216,information furnished Internal Revenue If,2
2217,Tonya Sanchez,0
2218,Johnson-Barry and Sons,1
2219,Suzanne Lozano,0
2220,Jackson Group PLC,1
2221,code  State state ID,2
2222,Gomez LLC LLC,1
2223,"Owens, Robertson and Leonard Ltd",1
2224,"Long, Ortiz and Johnson Group",1
2225,  Statutory Retirement b,2
2226,Walker Ltd and Sons,1
2227, State wages tips ,2
2228,Patrick Floyd,0
2229, d G  f,2
2230,Kathryn Hill,0
2231,Giles and Sons Inc,1
2232,Luis Price,0
2233,withheld Medicare wages tips Medicare,2
2234,Lowe-Terry PLC,1
2235,Mason Inc LLC,1
2236,Dependent care benefit  ,2
2237,state number  State ,2
2238,Rodriguez Inc Group,1
2239,David Herrera,0
2240,David Rhodes,0
2241,Ross Garcia,0
2242,Local income tax  Locality,2
2243,Taylor-Johnson Group,1
2244,b Employer identification number compensation,2
2245,"Meyers, Poole and Hall Ltd",1
2246,Sanders Group Inc,1
2247,David Walters,0
2248,Burns and Sons LLC,1
2249,"Wilson, Woods and Palmer LLC",1
2250,Hicks LLC Inc,1
2251,Robert Moss,0
2252,Jackson-Jones Inc,1
2253,Internal Revenue Cut Keep lower,2
2254,Julian Gross,0
2255,Lisa Adams,0
2256,State income tax  Local,2
2257,Deborah Roberts,0
2258,"Lewis, Williams and Stephens LLC",1
2259,Villa-Miller Ltd,1
2260,Huffman Ltd Ltd,1
2261,Alexander-Gallagher PLC,1
2262,Heather Hill,0
2263,ZIP code  State state,2
2264,Anderson-Anderson Inc,1
2265, f address ZIP code,2
2266,Green-Bryan Ltd,1
2267,imposed STATEMENT OMB income taxable,2
2268,Ward-Alvarez Inc,1
2269,imposed income taxable fail report,2
2270,Lauren Harrell,0
2271,Wage Tax  Department Revenue,2
2272,income tax  Local wages,2
2273,Federal income tax withheld c,2
2274,Vasquez-Pace Ltd,1
2275,State wages tips  State,2
2276,Mrs. Amanda,0
2277,furnished Internal Revenue Cut Keep,2
2278,Jonathan Coleman,0
2279,Velasquez LLC and Sons,1
2280,Travis Fowler,0
2281,  D  ,2
2282,Website STATEMENT OMB Use b,2
2283,Mckenzie Green,0
2284,may imposed STATEMENT OMB income,2
2285,"Hunter, Baker and Thompson PLC",1
2286,Wilkins LLC LLC,1
2287,Christopher Ramos,0
2288,Jose Drake,0
2289, Local income tax ,2
2290,Wright-Houston LLC,1
2291,Justin Willis,0
2292,Wallace and Sons LLC,1
2293,  Other enclosed Notice,2
2294,Mr. Michael,0
2295,Little-Montgomery LLC,1
2296,e firstname initial Last name,2
2297,Alexander Haynes,0
2298,withheld c ZIP code Social,2
2299,Tucker-Cooper PLC,1
2300,OMB income taxable fail report,2
2301,John Osborne,0
2302,b employer lan sickpay X,2
2303,tips Control number Advance EIC,2
2304,Laura Green,0
2305,Sanchez and Sons Group,1
2306,Adrienne Hill,0
2307,Austin Burke,0
2308,Be Filed FEDERAL Tax Return,2
2309, State wages tips ,2
2310,Dylan Berger,0
2311,tax  Local  Local,2
2312,firstname initial Last name ,2
2313,Woodard Group Group,1
2314,Phillips-Miller PLC,1
2315,sickpay X x P ,2
2316,Green-Walsh Group,1
2317,Amber Koch,0
2318,"Bell, Torres and Anderson Ltd",1
2319,Anna Murphy,0
2320,"Wiley, Richardson and Fuentes Ltd",1
2321,Mr. Shane,0
2322,This information furnished Internal Revenue,2
2323,David Miller,0
2324, State income tax ,2
2325,Paige Smith,0
2326,"Brown, Wade and Martin Inc",1
2327,See instructions forbox  ,2
2328, Local income tax ,2
2329,Rollins-Brooks LLC,1
2330,Barron PLC LLC,1
2331,Melissa Hardin,0
2332, Wage Tax  Department,2
2333,Derek Miller,0
2334,Lawrence-Williams Ltd,1
2335,"Kelly, Vasquez and Walter PLC",1
2336,Michael Morrison,0
2337,Michael White,0
2338,"Jackson, Thomas and Evans LLC",1
2339,Jody Cook,0
2340,Revenue Service Form Statement Copy,2
2341,"Tyler, Fritz and Shaw PLC",1
2342,"Fisher, Hooper and Torres Ltd",1
2343,Lisa Daniels,0
2344,Miller-Thornton Ltd,1
2345,Raymond Marquez,0
2346,Nonqualified plans a See instructions,2
2347,Theresa Benson,0
2348,Joseph Ramirez,0
2349,Cody Garcia,0
2350,Cunningham-Harris PLC,1
2351,This information furnished Internal Revenue,2
2352,"Howell, Gill and Bailey Group",1
2353,Department Revenue Service Form Statement,2
2354,"Stewart, Wheeler and Mitchell Group",1
2355,Hunt-Davis Group,1
2356,name initial Last name ,2
2357,Sarah Perez,0
2358,Lawrence Smith,0
2359,"Galvan, Mays and Valdez Inc",1
2360,Copy C For Use enclosed,2
2361,Revenue Cut Keep lower portion,2
2362,Johnson-Michael PLC,1
2363,Hurley Inc and Sons,1
2364,report b Employer identification number,2
2365,"Miller, Perez and Byrd and Sons",1
2366,"Parker, Evans and Valdez LLC",1
2367,etc  Local income tax,2
2368,Tim Dennis,0
2369,first name initial Lastname ,2
2370, State income tax ,2
2371,"Barnes, Frank and Matthews Group",1
2372,Snyder-Davis and Sons,1
2373,Michael Barker,0
2374,Form Statement Copy Be Filed,2
2375,tax  Locality name Wage,2
2376,"Spears, Cisneros and Taylor and Sons",1
2377,Lucas Inc Ltd,1
2378,Be Filed FEDERAL Tax Return,2
2379,Heather Vincent,0
2380,number compensation Federal income tax,2
2381,Joshua Campbell,0
2382,John Hill,0
2383,Jesse Patel,0
2384,Jessica Knight,0
2385,c d H  f,2
2386,Tucker Inc Inc,1
2387,Charles Crane,0
2388,Smith LLC Group,1
2389,John Barnes,0
2390,David Wilkins,0
2391,If required STATEMENT OMB file,2
2392,Danielle Gonzalez,0
2393,Singh-Cruz Group,1
2394,"Ramirez, Martin and Dyer LLC",1
2395,Harris-Trevino LLC,1
2396,"Patterson, Martinez and Jennings Group",1
2397,Best-Ryan and Sons,1
2398,Ariana Garza,0
2399,Amy Buckley,0
2400,wages tips Medicare tax withheld,2
2401,Douglas White,0
2402,Byrd and Sons and Sons,1
2403,Santos PLC Group,1
2404,Christine Greene,0
2405,EIC payment Dependent care benefits,2
2406,nsew file b Employer identification,2
2407,identification number othercompensation Federal income,2
2408, Local  Local income,2
2409,Local  Local income tax,2
2410,Samuel Williams,0
2411,Ruiz-Nelson Inc,1
2412,Gray LLC LLC,1
2413,"Beltran, Smith and Bush Inc",1
2414,Jenna Solis,0
2415,file b Employer identification number,2
2416,E   State state,2
2417,Vaughan and Sons Inc,1
2418,Jodi Reid,0
2419,"Anderson, Nelson and Hall LLC",1
2420,"Gonzales, Rice and Miller Ltd",1
2421,Deborah Graham,0
2422,"Salinas, Edwards and Hanna Ltd",1
2423,EIC payment  Dependent care,2
2424,Maria Wong,0
2425, Local income tax ,2
2426,  Other enclosed Notice,2
2427,West-Krause and Sons,1
2428,Local wages tips etc ,2
2429,tips  Allocated Control number,2
2430,Federal income tax withheld c,2
2431,STATEMENT OMB Use nsev file,2
2432,Christopher Jones,0
2433,Hodges Inc and Sons,1
2434,"Goodwin, Perry and Fitzgerald Group",1
2435,Steven Johnson,0
2436,  e first nameand,2
2437,Bell-Campbell PLC,1
2438,e first name initial Last,2
2439,Sparks Ltd Inc,1
2440,employe plan sickpay X ,2
2441,Heather Pitts,0
2442,Internal Revenue If required file,2
2443,name Wage Tax  Department,2
2444,Use Rsev file b Employer,2
2445,Casey Howe,0
2446,box   E ,2
2447,etc  Local income tax,2
2448,"Mccarthy, Hahn and Mack LLC",1
2449,imposed STATEMENT OMB income taxable,2
2450,Nicholas Murphy,0
2451,Allocated tips Control number Advance,2
2452, Local income tax ,2
2453,Courtney Christian,0
2454,Harris-Callahan Group,1
2455,Sydney Sims,0
2456,number compensation Federal income tax,2
2457,FEDERAL Tax Return This information,2
2458,Boyer and Sons PLC,1
2459,"Galvan, Hill and Haynes Group",1
2460,Samuel Brown,0
2461,Matthew Kaiser,0
2462,"Chavez, Rodriguez and Thompson PLC",1
2463, Dependent care benefits ,2
2464,Smith Ltd and Sons,1
2465,Barbara Reynolds,0
2466,Kimberly Taylor,0
2467,Delgado-Mueller and Sons,1
2468,code Social security wages Social,2
2469,"Khan, Jefferson and Lopez LLC",1
2470,Amy Cline,0
2471,White and Sons Group,1
2472,Marie Smith,0
2473,Walters-Gill and Sons,1
2474,Hart-Reyes and Sons,1
2475,Federal income tax withheld c,2
2476,Carter LLC PLC,1
2477,b employer plan sickpay X,2
2478,Robinson PLC Ltd,1
2479,Michael Gordon,0
2480,Chelsey Weber,0
2481,Carolyn Mclaughlin,0
2482, Local income tax ,2
2483,Melissa Patel,0
2484,withheld Social security tips Allocated,2
2485,Stephen Fleming,0
2486,Thompson-Mcgee and Sons,1
2487,"Watts, Thompson and Schroeder LLC",1
2488,"English, Smith and Clark and Sons",1
2489,Schmidt Inc PLC,1
2490,Melanie Lopez,0
2491,Brian Alvarado,0
2492,Nancy Gonzales,0
2493,Revenue Service Form Statement se,2
2494,Schneider-Best Group,1
2495,Francis Group PLC,1
2496,Lowery-Ramirez Group,1
2497,"Rodriguez, Jennings and Olson Inc",1
2498,Atkinson LLC Inc,1
2499,b Employer identification number othercompensation,2
2500,Frank Pena,0
2501, Department Revenue Service Form,2
2502,Ivan Johnson,0
2503,Herrera Inc Ltd,1
2504,Castillo-Torres Ltd,1
2505,"Jefferson, Brown and Horton Ltd",1
2506,security tips  Allocated tips,2
2507,State  State income tax,2
2508,Mccoy-Jackson Inc,1
2509,Annette Williams,0
2510,withheld c ZIP code Social,2
2511,Woods Ltd Inc,1
2512,Goodwin-Washington PLC,1
2513,Riley LLC PLC,1
2514,Lopez Group Ltd,1
2515,"West, Ramirez and Taylor Ltd",1
2516,Herrera Ltd PLC,1
2517,Jones Ltd Ltd,1
2518,Sherry Fernandez,0
2519,Mark Raymond,0
2520,Medicare tax withheld Social security,2
2521,number compensation Federal income tax,2
2522,Sarah Lindsey,0
2523,Livingston-Mckinney Inc,1
2524,b employee plan sick pay,2
2525,Revenue Service Form Statement Copy,2
2526,Curtis Miller,0
2527,Kevin Adams,0
2528,Sara Randall,0
2529,Rogers-Ortega Group,1
2530,Perez-Montes Ltd,1
2531,Tony Harper,0
2532,Lisa Martinez,0
2533,Kelly Mills,0
2534,withheld Social security tips Allocated,2
2535,Hall Ltd Group,1
2536,tips Medicare tax withheld Social,2
2537,Jeffrey Henderson,0
2538,Allocated tips Control number Advance,2
2539,Luke Turner,0
2540,Miller-Phillips Ltd,1
2541,instructions forbox   G,2
2542,Higgins-Collins LLC,1
2543,Lori Garcia,0
2544,Sandra Spencer,0
2545,Larry Hughes,0
2546,Statutory Retirement b employee plan,2
2547,Young-Peterson and Sons,1
2548,Andrews-Fields Group,1
2549,Vincent-Mahoney Inc,1
2550,Nicole Wright,0
2551,Baldwin-Myers LLC,1
2552,Kimberly Daniels,0
2553,"Keller, Martin and Powell PLC",1
2554,Wilson-Friedman Group,1
2555,Laura Robbins,0
2556,Salazar-Sullivan Ltd,1
2557,James Smith,0
2558,Carol Dunn,0
2559,Mcbride PLC and Sons,1
2560,Claudia Miller,0
2561,benefit   e firstname,2
2562,Ramirez and Sons Group,1
2563,Taylor Stanley,0
2564,Paige Garcia,0
2565,"Gillespie, Mckay and Logan PLC",1
2566,"Beard, Oconnor and Hernandez Ltd",1
2567,report b Employer identification number,2
2568,Williams Ltd Group,1
2569,"Mendoza, Dominguez and Lewis PLC",1
2570, Department Revenue Service Form,2
2571,Monica Norris,0
2572,Knight Group Ltd,1
2573,wages tips Medicare tax withheld,2
2574,Higgins-Hernandez Inc,1
2575,tips  State income tax,2
2576,payment Dependent care benefits ,2
2577,Becker Group LLC,1
2578,identification number compensation Federal income,2
2579,Kathleen Kim,0
2580,Miller-Thompson LLC,1
2581,wages tips Medicare tax withheld,2
2582,Arthur Hobbs,0
2583,Wage Tax  Department Revenue,2
2584, Localityname DO Wage Tax,2
2585,Tommy Duncan,0
2586,Hester LLC Group,1
2587,Tony Clements,0
2588,Tyler Weiss,0
2589, Local income tax ,2
2590,D   Statutory Retirement,2
2591,Schneider-Bailey LLC,1
2592,Mary Townsend,0
2593,"Farrell, Rocha and Bernard Inc",1
2594, State income tax ,2
2595,withheld c ZIP code Social,2
2596,  Other enclosed Notice,2
2597,David Chaney,0
2598,Edwin Miller,0
2599,Wang and Sons Ltd,1
2600,Johnson-Washington PLC,1
2601,Carlson Group Group,1
2602,Retirement b employee plan sickpay,2
2603,Warner-Jones Group,1
2604,Bryan Dawson,0
2605,"Walker, Patel and Mccarty Group",1
2606,Internal Revenue If required file,2
2607,Medicare wages tips Medicare tax,2
2608,Park-Cruz PLC,1
2609,"Moore, Brooks and Chapman Group",1
2610,Brian Fowler,0
2611,security number Visit IRS Website,2
2612,Julie Matthews,0
2613,White Inc Ltd,1
2614,Hale Inc Inc,1
2615,b Employer identification number compensation,2
2616,"Foley, Williams and Stevens Group",1
2617,Control number Advance EIC payment,2
2618,Teresa Gomez,0
2619,Chase Wilkerson,0
2620,"Davis, Knight and Mercer and Sons",1
2621, Local income tax ,2
2622, Dependent care benefit ,2
2623,Hernandez-Holder Inc,1
2624,Nancy Brock,0
2625,Brown LLC Inc,1
2626,"Harrison, King and Ruiz Ltd",1
2627,negligence penalty sanction may imposed,2
2628,Courtney Thompson,0
2629, d  f address,2
2630, d G  f,2
2631,Rebekah Barnett,0
2632,Visit IRS Website STATEMENT OMB,2
2633,name initial Last name ,2
2634,"Beasley, Castro and Mcmahon LLC",1
2635,"Baker, Cunningham and Boone PLC",1
2636,"Knight, Mccoy and Nicholson Inc",1
2637,REISSUED social security number This,2
2638,Lisa Brewer,0
2639,State income tax  Local,2
2640,Mrs. Maria,0
2641,"Scott, Maxwell and Aguirre Group",1
2642,Local wages tips etc ,2
2643,Taylor Simmons,0
2644,Alexis Rojas,0
2645,"Jackson, Brown and Evans Ltd",1
2646,Cassandra Gonzalez,0
2647,"Wilson, Juarez and Young PLC",1
2648,Henry Davis,0
2649,state ID number  State,2
2650,Pamela Johnson,0
2651,Tracy Davies,0
2652,Russo-Peterson and Sons,1
2653,Traci Barrera,0
2654,Adams-Simon Inc,1
2655,Davidson Inc Inc,1
2656,tax negligence penalty sanction may,2
2657,Kathleen Lewis,0
2658,EIC payment Dependent care benefits,2
2659,Ashley Smith,0
2660,Tyler Hernandez,0
2661,This information furnished Internal Revenue,2
2662,Foster-Peterson PLC,1
2663,Adkins Group Group,1
2664,Lisa Parker,0
2665,Davis Group LLC,1
2666,Woodard-Clayton Inc,1
2667,Price-Ryan LLC,1
2668,payment  Dependent care benefit,2
2669,Internal Revenue If required file,2
2670,Higgins Inc Inc,1
2671,Kara Diaz,0
2672, Department Revenue Service Form,2
2673,Erika Hodges,0
2674,Alejandro Singleton,0
2675,Spears Ltd and Sons,1
2676,"Nolan, Webster and Carroll Ltd",1
2677,Rodney Avila,0
2678,Harmon-Kerr PLC,1
2679,Travis Jennings,0
2680,"Parsons, Kennedy and Weber and Sons",1
2681,Castillo Inc and Sons,1
2682,Rowe LLC LLC,1
2683,Brandon Hayes,0
2684,Jason Michael,0
2685,Larry Barnes,0
2686,"Ward, Coleman and Clark Group",1
2687,"Miller, Hernandez and Wade Ltd",1
2688,Kim Ltd Ltd,1
2689,Kelly Chapman,0
2690,Kayla Morales,0
2691,Kenneth Jones,0
2692,Riley PLC PLC,1
2693,forbox   G ,2
2694,  e firstname initial,2
2695,Delacruz-Ho LLC,1
2696,Jason Carey,0
2697,  e first name,2
2698,etc  State income tax,2
2699,"Allen, Garcia and Rojas and Sons",1
2700,security tax withheld Medicare wages,2
