context,label
7694 -6953 -4520 418 1562 ,0
-264758780 -714554 305473334 ,1
-21626246 29194181 75859504 -83427439 ,1
-44780236 103636500 12216266 -73459102 ,0
8781027 2142886 -4061921 -64441116 -6831093 ,0
7882 -6113 -61924 54600 45882 ,0
-41868188 -7776493 -26064669 90329867 -67518399 ,0
-754631786 88694219 -325611724 ,0
6794 -11788 7485 -1312 -1088 ,0
35037302 -24009685 27536827 -38564444 ,1
-82729 -78964 5483 41874 34336 ,1
608074 525189 -1170532 123490 -86221 ,1
849872 -173716 -559028 -117148 ,1
-724596417 540954468 -427548638 ,0
3707930 1464134 -3123655 3800699 ,0
119865 -322200 733720 381475 ,0
736494 225377 -90196 698412 -758321 ,1
-5132 300 3566 -4289 4835 ,0
309 -10758 -3438 6338 5549 ,1
-29344 -35456 37213 27587 ,1
-53256 -28780 69496 23387 ,0
-1388650 -1228731 2903201 -4032682 729776 ,0
-579545 462336 346090 ,0
2443 -4882 6821 6472 -6296 ,0
298335 -298711 -270435 -503018 540266 ,0
4924846 -4853203 3777570 ,0
-970439 -375689 710262 -185644 373367 ,0
-791 -323 233 ,1
-17949035 244279301 -171486592 -275973117 421129443 ,1
-466199 221704 123689 -103236 224042 ,1
-716439 246547 469892 ,1
-115052015 -674859746 -391989968 372612614 809249115 ,1
27382 -26039 -29242 22024 49577 ,0
-6082159 6355711 -2416681 -376432 7910626 ,0
13596893 -42042310 70907953 ,0
-14233 -48719 62952 ,1
-6641 -45656 29409 ,0
62978267 -21519657 -41002873 83994807 -48225262 ,0
832680 -483871 -84375 649627 -867423 ,0
152908 -681921 141771 387242 ,1
-617583 836046 -682918 -42913 ,0
-36156186 -68884460 5040346 ,1
58265424 -3824066 -282727657 -372880368 63758326 ,1
-58010032 1079906355 -222660204 43068772 -319914594 ,1
-217723923 52511609 -562544259 527756573 ,1
-803 -4208 3583 2717 2711 ,1
-595921 91507 309110 95304 ,1
-18615734 34706418 -16090684 ,1
-27 2961 -3835 ,0
-43273 -6112 -14505 ,0
198531 -31519 4719529 -9657245 ,0
-98 -5180 -2152 -1250 8680 ,1
632 -1577 602 -5657 ,1
431649703 -305569635 -544592496 ,0
-2555 -5668 177 804 ,1
-1019 -57578 58597 ,1
-303101841 -187204422 490306263 ,1
-893 365 -2199 -647 81 ,1
35051685 56062195 -73310022 -71678016 ,0
-16717588 55545085 -38827497 ,1
-1170781 10628534 -9457753 ,1
-210023244 5053914 79532576 -62997422 86535800 ,0
85509289 -32969783 -4259358 11414094 ,0
331739107 -78826818 -696910440 -158972017 691991659 ,0
-4663797 6900507 -2347965 4479607 -4368952 ,1
231480 -366786 -1948018 ,1
4292 -3224 4447 -25 -3338 ,0
696930 -5644004 4797103 -4850029 ,1
158089 -6843699 -39948985 31630624 -646978 ,1
163 945 -4109 ,0
6305 -31 -9766 6130 -7762 ,0
173135985 -217997225 -44311380 4172620 ,1
-57 -4792 -2315 7964 ,1
485 229 -1532 -1378 ,0
1042 -238 7677 -899 ,1
110736 -32892 45 -78303 ,1
-3734 -4051 5421 -5080 ,0
647546609 -767424698 112878089 ,1
865002 -303126 -594515 -716289 988290 ,0
-408 -3825 9868 -5635 ,1
-17140329 -61437327 2338920 ,0
5 -1491 6114 ,0
8240 -793 -3114 -8544 1177 ,0
8711221 -10396405 597400 -4288824 ,1
6622 -46347 -50318 66489 -14788 ,0
224676471 -517487045 -1214749 414685503 ,1
-82502655 -55838096 -21965704 96415485 2195223 ,0
-584311832 524398404 447749574 -387836146 ,1
-130626 -382127 -500265 258176 ,0
59123 -26632 -4656 -568 -27267 ,1
16750292 -445644 15925019 -15785971 -16443696 ,1
8642 -404 -4888 -50 ,1
-4908 8713 -4410 605 ,1
-412702984 214537087 609097418 -134342022 ,0
-34 5930 27651 19655 ,0
-1543 -138 -5042 6723 ,1
157 -77761 39956 37958 ,0
1055509382 -485892437 1430686 -583923810 ,1
-199486 82939 -538746 857810 -709585 ,0
6714 -6371 1726 ,0
869850804 -28661269 -981855512 140665977 ,1
34415640 90570553 -38284829 -5512184 ,0
-142756713 403064975 -260308262 ,1
-3272 4945 -51 -4862 ,0
88324 -85824 -91625 ,0
5574 2841 -415 ,1
-6828928 -64549 1625087 849331 ,1
-490740 92986 397754 ,1
194669613 -125349791 -69619722 ,1
-5530 -575 130 80700 ,0
2441657 -2313603 1652436 4467449 -6247979 ,1
-70060 1080689 11130 1213 277935 ,0
-484449 -486493 549773 ,0
777193073 14916218 -345316660 -98764328 -250351964 ,0
606890332 615802885 237816340 -732965053 ,0
3199 7193 -1971 -12306 3885 ,1
225243 297923 -52316 ,1
298818 -31352 14706 ,1
-923490 372258 743226 719342 -911336 ,1
-42421661 74610499 -27188838 ,1
651667 -317181 719638 -918524 -135600 ,1
-807 5470 -4663 ,1
356405296 -728153414 373912720 -465862076 63697474 ,1
56748701 -372109155 12478748 -384503296 287385602 ,1
407169 664590 764536 -645224 -809922 ,0
-42471 -44747 1511 ,0
-89963 -80417 323 30720 -36105 ,0
-485887 901446 -355638 -59921 ,1
-3262365 -474554 -2267195 ,0
-544252662 965962810 -417110148 ,1
-9951264 -55678104 99779032 56290658 -90440321 ,1
-948110 -141480 538837 55075 ,1
-129569158 -135302573 -125433729 ,0
-2154 1968 2766 -1085 ,0
4142 -480 -3892 ,0
-52741 -6234 77415 24 -64688 ,1
-1686 7332 -9681 ,0
28801727 -29565750 -53723218 84869765 -3038252 ,1
-2781562 23988 2541682 ,1
-56050266 44234113 -14606512 ,0
-2255 -841 252 ,0
-5978165 13008 -1992287 8951450 ,0
-1044 3725 1586 4878 6285 ,0
4188038 1341945 -3329218 167688 -3877645 ,1
-10968708 3669145 -86321 8154778 ,1
-42215291 -48464732 -45520993 67699717 68501298 ,1
-58642861 43563437 -41498261 103894437 ,0
-33779 2422 48199 -66842 ,1
-34798 -4430 90377 -51149 ,1
-3098727 6210583 6469363 -2293447 -2819109 ,0
682 891 -16987 4325 -75054 ,1
-4220 -1644 -768 8413 221 ,1
-35304121 -69725356 40733276 -9148662 79239964 ,0
34327 28081 -62408 ,1
-532 -3927 10808 -3342 -3007 ,1
-335784 -49098 743586 -83054 -235509 ,0
782258904 -369619404 -4126395 ,1
13895925 41927945 -226055 -34582733 ,0
-30409 63231 -20166 22416 ,0
-738126 -87025 77248 1058235 -310332 ,1
12 711 -2895 -6904 7622 ,0
-7963 860 5007 ,0
-33882845 2098063 -26191926 -7187572 5628870 ,1
-330945 -260281 -82525 561890 111861 ,1
-77716 68517 -10801 ,1
-286875 -19253842 19540617 ,1
704 -328 4795 -539 ,0
-6903 25383 249 ,0
-134185053 -29392039 163577092 ,1
68410176 314836205 70795017 ,0
761002 -664350 -96652 ,1
-40083 -5638 302448 ,0
-10534577 -27163433 61191804 -18837338 ,0
-580 -13337 -42658 -5090 -8696 ,0
85807 86271 266741 -414540 ,0
-5029355 -3427843 4322884 4134314 ,1
196407471 -188743861 -228128188 188201901 32262677 ,1
91198159 -95446226 -7146542 36903140 62328961 ,0
7706 -4130 -6468 -1439 4531 ,1
253 -4408 7495 ,0
791722 -299528 -663177 -2834 ,0
-5010 2570 -6737 ,0
-5457 -751 11388 ,0
5199 -4195 -1733 7446 -6717 ,1
87503071 -5984385 -36435709 -45082997 ,1
-55703 33349 39604 -17250 ,1
71966711 -31168314 -591891 ,0
121307 -7015368 10496285 -5505636 ,0
-76985 -12996 9383 689609 ,0
1301515 531967 -1398242 ,0
951 -965 14 ,1
84723 -13856 -17632 -59008 -3070 ,0
-34363 -39012 73375 ,1
-6215 -1050 -7106 -47522 59650 ,0
47395809 -2010631 -6250915 ,0
7890661 546691 -8302197 ,0
-608398 26737 372501 -124277 ,0
56447157 15498589 -71946746 ,1
-743719 1244832 -664326 163213 ,1
-718798 37663 86390 52114 ,0
-7852 9331 10064 -4124 -380 ,0
-671324730 -91775258 711150876 877926439 ,1
500563 -46365 367641 -161797 ,0
-97658 -10534191 6869207 7862007 ,0
-696897 5501989 -4123979 5995228 2723339 ,0
-67382616 -10934200 73946275 69315255 -41326631 ,0
1953 -1827 5821 -9286 ,0
-12832 -27979 19699 -43061 -35818 ,1
-20865684 10628132 -35600577 45838129 ,1
-434106 5624207 -5190101 ,1
-272 -216 1350 5348 -3858 ,0
-77032274 35596928 35535853 -3850071 ,0
-980 69254 45293 -71890 -2856 ,1
-336791640 384781408 617209438 217726957 ,0
-135061008 633675889 -779405152 155805823 474955116 ,0
-763491 -6820009 -36784087 ,0
-30506047 -14064638 191888702 -447582733 574819134 ,1
105921902 -424073621 41286204 161982204 -256692532 ,1
-3542280 4076269 -320069 -213920 ,1
591224 794282 -292501 -997815 -39245 ,0
-6017 7503 3913 ,0
-5136 -1903 3598 3441 ,1
-132257 -4267856 6766227 -4155670 1789556 ,1
-8063 15681 -60622 106886 ,0
-76628 8940 19580 -37105 ,0
58627702 -117964929 9337227 ,1
-3344 -1167 -3974 8485 ,1
-292 673 -6444 ,1
56243 -22439 11243 14486 ,0
-201 -3125 6111 -2785 ,1
260654819 -990707924 -97796279 489748186 538101198 ,1
828106 406075 -715872 -752714 ,0
-170711 -196784 53412 -8114 ,0
-3365 105563 -81358 -2037 61197 ,1
-5903745 -462679 6366424 ,1
1188 -49237 105295 -2399 ,0
-48504 83468 51888 -72832 ,0
338457 -6094 -332363 ,1
-4552 -3385 2664 5273 ,1
15497101 50019040 -34149973 -136616 ,1
5635877 -82791 -4753086 ,1
-55462908 102923617 -46340712 ,0
-74670848 -19267284 374001774 ,0
15119 -66495 50096 ,0
-8034198 53335444 -97504550 32970711 58833208 ,0
-620 -4178 8490 130 ,1
77 736 -3628 -3148 ,0
56153577 95101435 -4664178 -57090210 -1892241 ,0
-2351 -108436 51101 37908 31778 ,1
-748292 512082 -601853 368911 469152 ,1
5677 -835 -7090 -7298 9546 ,1
-697715 7327473 37095229 -22540979 ,0
-45493 11757 -19490 49108 725 ,0
-2136592 -3978737 7552472 -2213001 775858 ,1
191073 -53689 62616 ,1
298598 -280732 -116235 644489 ,1
65223229 428483 -76478147 94515449 ,0
847297250 531847994 -690347562 -68879768 ,1
-88684 3542982 -2554298 ,1
4405 -3718 -201 -86 ,1
-598075 -539282 1127357 ,1
-989440 145084 -5753420 -4644535 9936550 ,1
1228399 15688347 22369092 ,0
-892197892 -660282147 770303598 86882195 -340945697 ,0
-161571 11988204 -5276396 -6372741 ,0
-2534674 403206330 -19665070 218993414 ,1
27357 37694 -27561 ,0
367933 -184604 -183329 ,1
25135602 52409571 -744011 -73685754 ,0
-682314947 380511232 571477086 -269673371 ,1
165534 2653 1215 -71704 2302 ,1
-25873 42181 -39422 ,0
-74956518 -138279584 -74831928 48270009 ,0
4634632 -1272794 -3329330 ,0
96978471 -491546823 203688828 -295473658 286353182 ,1
16441161 -63259180 4858040 -87628361 45687096 ,0
-98443462 -32086360 45162645 91004167 ,0
-102553 -9572 51034 61091 ,1
-63790041 40846893 22243148 ,1
534955 -598017 585318 716960 -579160 ,0
402941039 727490148 -422272744 -10012289 -698146154 ,1
592004 -437385 -112011 133413 -176021 ,1
1928 -2676 881 -133 ,1
31949988 -496747875 264797887 ,1
36010632 -639688 2331153 -60173947 7496547 ,0
-72077762 -454788409 987454689 ,0
-45501225 -615667 3562723 90577182 -2482005 ,1
-3461263 -2951325 6412588 ,1
3138045 6605037 -2134474 -6808608 ,1
-926106 45939816 -1171381 -3329989 ,1
85509789 -5167490 -33834888 ,1
-614581 -2904451 5349752 -216732 -1613988 ,1
-705648605 54758117 -249109512 ,1
3176979 -9690522 651384 ,1
463066 -1870661 -2760002 ,1
9497438 -67844249 51038362 7308449 ,1
576990516 26885260 -708588047 -965540654 ,0
640975 4278820 -7670250 2550455 ,1
897383877 1876061 -16144489 ,1
-674531 457365 958383 -741217 ,1
101289985 -5419711 -38910301 ,0
-523 -3222 6165 3853 -1273 ,1
-3497 -3122 4717 ,0
-912 -535 1447 ,1
212583 2684604 637357 -3204766 -5410183 ,0
218929767 -6974832 -95911150 ,0
14847616 70901320 -22915880 ,0
-418756 7734258 -546694 ,1
99674705 27499067 -71849907 -65389811 ,0
-4784355 4401906 -495920 366716 4974933 ,1
-36473118 500997774 -777383392 30983698 741814194 ,0
561 -6 -94 5445 ,0
107308141 -88685891 80798818 -73643065 -25778003 ,1
193639 -147887 -364332 752482 ,0
-67561 9252 6600 ,0
-67617944 49413715 -59206977 63934333 13476873 ,1
-4447846 -353260 11162325 -5361219 ,1
-2510 -2977 7100 -1603 ,1
-843767 2745322 -1901555 ,1
-8515 6441 82 1245 ,1
-3041143 674032 5021681 -6654570 ,1
9577636 -7552195 9277623 -79591047 57935326 ,0
7858223 -2364801 -549342 ,1
-3135196 -735668 5152330 748086 -1239894 ,0
-5472728 4077498 4277696 1653958 ,0
3738919 -88302488 -19493743 34057312 ,1
-29790 186674 67635 -224519 ,1
-2806705 6887814 -6152833 ,0
-2545 -45695 8240 ,1
-2124695 5815478 6413779 1588284 -1692846 ,1
4603433 -55965942 -30720110 103218953 -12939259 ,0
529033631 -460899118 242661822 -350598821 39802486 ,1
-9038831 10228237 -9404086 -1323193 ,0
-7066536 -2545390 3858641 -243261 ,0
-61310 111108 -3415 -3908 -11733 ,1
-467585 -4380828 6372855 -4558292 ,0
259383 -215273 -165513 -562213 683616 ,1
-44721062 -10892147 2947522 52665687 ,1
-8377 31028 61983 -8463 ,1
2089828 -1235244 -331407 ,0
286923776 27619196 608432246 -967627734 ,0
-1799 -849 6201 5962 ,0
-414788 154001 1078468 -2192 -245757 ,1
-301862 -358084 520582 ,0
487450 337015 -826242 ,0
-58512 -3713278 918568 8556000 ,0
-67118 34017 33101 ,1
6872477 -25485647 -1445722 -235 ,0
47324372 52780769 -36613745 2680807 -1374699 ,0
-1707 5938 -2633 -1598 ,1
9646 -2783 -3301 -2041 ,0
3227 -1132 1985 -2550 ,0
-31171 -1683 42201 -9347 ,1
-1 -539 -5814 -2935 ,0
45247 -60296 108665 -5054 -5167 ,0
-163096 -2696524 -2456301 -2361626 ,0
-2161 -3389 -3203 4017 4687 ,0
-707811 -210178 1127371 ,0
-49417552 8444102 -37023475 ,1
12430159 -4099759 -5086969 -5979904 2736473 ,1
-366801 11798047 -5431246 ,1
-101 3313 238 ,0
-2186391 -5189661 -6542622 739042 4528253 ,1
10022 -7795 -6496 -886 ,0
-704796379 131290717 558666041 -206597145 -163322268 ,0
376157 -112716 -395741 425862 ,0
-56145 5135 -6454 ,0
18637210 -1553748 44972590 -11075761 -1180291 ,1
-3659747 -62757147 55010293 76523507 ,0
-712279113 -580662215 322728063 -1014729 ,0
-378952581 1167548189 -88595608 ,1
1245160 -1186658 -633003 -6916680 ,0
-31834 448015 -102993 -385514 ,0
-624 -99886 -18950 58673 42846 ,0
-59377 10856 -17150 -72668 ,0
-38375 -49060 62207 52793 -38288 ,0
945138570 -830044582 -79177058 -918698694 882781764 ,1
-44646 -743 -7389 90 38902 ,0
-6194196 541249 3439193 ,0
356288 -119382 -6956 ,1
16279079 39779945 -28255578 -27803446 ,1
598419 -3326 15018 -745278 ,1
449 330 -6779 ,1
107079926 36411862 -68471811 -52787210 -22232767 ,1
-4308580 6919742 -558719 -2052443 ,1
23571659 -30526746 7255087 ,1
-568599 707652 510848 ,0
174266 499321 -673587 ,1
-31170 -3641806 3672976 ,1
-787905 1384287 -596382 ,1
885797382 -197647033 -321501167 99020958 -465670140 ,1
72310 -63682 -8628 ,1
541359 53955728 -59369321 ,1
18371 -30466 -49476 16004 45567 ,1
39324585 -373902773 348775396 386837002 -78404416 ,0
24487 20860 -595404 -359252 ,0
32394340 -14849967 -10340863 36753579 1541985 ,0
-1748 -10826 79047 ,0
4231 -3366 -5898 6254 ,0
-910697029 -251443888 41176563 473642785 276732467 ,1
27088 75328 -67618 -32798 ,1
53894 64407 -16975 -75889 -25437 ,1
-1630168 -67885550 -668696 -73442276 79865373 ,0
2650305 5097981 -87586278 10103404 ,1
5503165 -70292687 -66314955 64126064 ,0
-47543 -15119 -48729 59602 51989 ,1
-316814 468395 -184901 774526 -741206 ,1
25056528 6560113 -12744455 -73057530 ,0
61644 -57615 71762 -89405 13614 ,1
1706179 -2895379 -2727957 5554024 ,0
16800996 81329451 -25872119 6191870 -40934554 ,0
25239554 -43019359 22918075 -7781445 ,0
3412724 6919035 -313645 -10123478 ,0
2831953 1428673 -1931968 -6995424 ,0
573148813 73808615 -323041110 -834728592 ,0
-92319 449147 -162147 -194681 ,1
5909 -6795 -2095 4295 ,0
5117468 -4979743 -1693030 5741663 -4186358 ,1
-35016 39128 -4112 ,1
-6549381 8782003 -85968 5253346 ,1
9264078 -4260852 -5003226 ,1
188653205 -97882147 -377986658 -4238030 -58497787 ,0
-373667352 -33854215 -603434975 1010956542 ,1
-7618676 -59741902 100762040 -68881929 1040485 ,1
15215 21017 -70917 -1231 ,0
523003 -5350055 383623 -2689559 2425952 ,1
-978073 -2539551 1780049 ,0
83279 -25338 -25776 99929 -57759 ,0
-721612 92188 129424 ,1
-2217 -4035 -26 241 ,0
25161683 58046214 -53623 827504 -30412131 ,1
39882948 40288628 -30045856 22293987 -72419707 ,1
-9984007 7515266 -63078479 12565026 -14655204 ,1
-67230 95298 -63453 107264 ,0
24469590 -282575000 -113949886 -227944704 ,1
-132166 724520 87868 -40718 ,0
-3624239 6172631 -959908 -1560748 -27737 ,1
-216977511 761673540 -146070849 ,0
350471 -993044 650718 -6229 ,0
76629 -55775 -77493 15196 ,0
29599 -26413 -63210 6744 ,0
720 -4439 -7174 -9907 7313 ,1
-359094587 730952935 -197840111 -174018237 ,1
6802266 -27424597 -18723125 3041796 6303660 ,1
70066054 27820588 -56967524 -321377 -7705348 ,1
1017157 917073 -193423 ,1
36534311 -1236421862 429658209 167427770 273992765 ,1
-979979344 -867726988 966346548 ,0
492107 39494 -564677 -449986 27613 ,1
-4040265 63445987 86234796 ,0
13806419 -83517443 31722236 -7089713 ,0
-72037087 57876510 -67418500 ,0
6957219 -7141429 184210 ,1
799817825 304713265 -564923340 ,0
322330818 748059176 -1104274845 -422618666 456503517 ,1
-829672 6272295 -5842623 ,1
-1104 5284 2572 ,0
5471 173 -5644 ,1
14033 -546830 -225474 65588 1019884 ,0
7509858 -3523275 -8552282 ,0
-590894 597452 7477967 ,0
845792456 -848039542 859260656 -85701357 ,1
31666430 11504623 3106051 15809303 -62086407 ,1
1849 2774 -22 -969 3367 ,1
-375611249 46756409 -924218759 176651789 82820668 ,0
-11174223 -3607272 6103605 5565621 4112269 ,1
-29668 44300 40002 -971 ,0
357480596 383426560 -740907156 ,1
23 -6780 -9383 6107 9348 ,0
1524 34121 31262 -12233 -57416 ,0
-429869 -873554 -372600 835460 840563 ,1
2786 559560 195650 -17438 -1230506 ,0
-100514910 -7198006 4597363 ,0
-892 9617 -3530 1526 -6913 ,0
1577 7465 -9239 -154 7895 ,0
1404 -7570 6166 ,1
-544959953 971726145 -729675201 -112769470 ,0
42279155 -31182730 81943654 -67251046 ,0
65077249 -109858815 -540913680 ,1
-2650098 47516597 40629075 39476892 -64972466 ,1
88417 -49525 2106 ,0
-866558 40127 2623305 ,0
-20710 1224105 -1203395 ,1
-24042741 -32349832 69499506 22164705 -35271638 ,1
-8457 -8749 9669 388 3654 ,1
30060 -43911 -7579 ,0
57631 833 -61665 -26592 -58360 ,0
-8046823 85183426 -32898583 -44238120 ,1
-576591 386004 -483602 674189 ,1
-30057690 17786787 -82648898 94919801 ,1
853143 -488141 -3650 ,1
-260568060 -379673284 -79597401 446350924 273487821 ,1
-6702766 30667 -6345244 6213831 1527505 ,1
-13326 29387 61716 -2256 -75521 ,1
528218265 -1202028338 -52978043 7703650 597384593 ,0
-59853 64040 -3030 86054 -5989 ,0
-4426 8289 -3863 ,1
-6844 4818 1577 646 -577 ,0
-6486 -2841 10235 -908 ,1
789923 6013840 -1667971 -3864804 ,0
175148 -731624 5564 ,1
9432680 -2494797 762911 ,0
-407638 5544 -447803 ,1
42649535 -6280830 60167992 ,0
7 -984 -7628 -1607 9500 ,1
51518233 -20317568 -20321150 46970515 ,0
-5211 2990 -758 4038 -1059 ,1
-80367 543212 -177947 -61358 ,0
-114785 14766984 -2950829 ,0
580986 -59690213 -9991211 36934780 ,0
6639 7311 -7202 ,0
-2006334 -738708 4347496 -156245 ,1
502295 699 -881044 -526324 ,0
-32631435 -73051962 -46899113 3083148 74459484 ,0
-7167 3190 -6742 7164 4467 ,0
-173642194 -154857277 -574112276 ,0
-589482528 -506037273 993029571 -373792221 47628245 ,1
-4752887 -9407960 222081 -3405544 6724657 ,0
111274228 -28918157 -40654510 ,0
-92530632 -531808856 463180426 -47902914 ,0
2062 9 -2641 ,1
-26897291 1177636022 -503543480 371780018 -776999641 ,1
200539 -121187 -79352 ,1
261175 252713 -513838 ,1
-41786785 51046832 -36257222 ,0
-59187 -25662 84349 ,1
3630 -5247 -1291 2908 ,1
-645030376 1112147060 -128805613 -652764223 31445315 ,1
-2401 -4847 296 8815 ,0
-189826 -493882 683708 ,1
256604 -5146846 2579998 ,1
897912 43099 -251487 -8131137 ,0
421 -83263 11510 -19825 ,0
-216250 -260440 -442940 478328 ,0
4182 -4640 -1153 -3891 3826 ,0
-5726239 -2896688 2363939 561970 -1076448 ,0
275170 -456725 32959 693698 -544302 ,1
-861 -400 -3126 7951 ,1
455887151 751403809 -814008923 954345208 -483888558 ,0
14596 -4265 28054 ,1
77466276 15643831 -21747284 -1362823 ,1
11068464 -5853692 -5241430 26658 ,1
-392827633 443600936 447184878 ,0
-11495 -4420 6181 3644 ,0
806826 -9405524 2727149 ,0
828913031 400951011 -42066236 -850402490 -337395319 ,1
33775 8563 -42341 ,1
9548070 9931713 -77002 -6867003 -4674122 ,0
-5927995 4649256 1278739 ,1
-848 -75 -87 5110 ,1
-73876 8067 -44882 60691 ,1
439014891 -309402480 -1007778476 -13441469 891607534 ,1
5781431 -356208 -4868766 ,0
-47796765 46178896 9465410 -25387440 ,0
533 2856 -4738 -728 ,0
-545082786 -154125810 201173255 -930480 498965821 ,1
-8939 -32268 -43257 ,0
-673607768 -66308027 189256449 954580024 -56787174 ,0
-156688697 661573128 -504889431 ,1
2098 -2562 -462 926 ,1
269859 -463603 627237 -433493 ,1
474609 -634792 -202659 468087 -5245 ,1
48379 -30687 -16206 66442 ,0
-3822 1397 -7198 623 ,1
-82378 16555 96675 8869 ,0
-48588 39318 64119 -86702 35853 ,1
409299712 -490137488 -41617528 379604697 -337149393 ,1
650487 -69316 -235390 -345781 ,1
-2453 -5204 -2261 1877 6123 ,0
28740442 97262896 -4559143 -23914238 -56497700 ,1
-348357 85327 -254771 ,0
5015 28796 -18928 ,0
-53921503 20402577 33517926 ,1
89441773 -14920900 -788631 4342265 ,1
843156957 -129075849 -420831289 ,0
66078551 -473061123 137569152 ,0
-9104875 -41611571 173120104 -41570639 ,0
567899047 126057892 -413806034 -271875082 -8275822 ,1
-3836188 -6469249 30598223 49911052 1768906 ,0
2041997 -834394 -1207603 ,1
-1102330 -4426376 525194 3595134 6329304 ,1
-5743 10545 4856 -4487 -5171 ,1
2840 -212 5935 -5426 731 ,0
-58552564 142249075 585962376 -613881078 44737205 ,0
3745 -54091 -39671 ,0
9395901 -3555795 -5840106 ,1
-394009 807301 42105 -675132 219735 ,1
1021648236 -325116614 -12099004 -251797565 ,0
269655 -363978 33759 ,0
-7224 -1264 8488 ,1
-180 -9190 8874 -1176 -406 ,0
5546 -6318 -1081 8429 -6576 ,1
2174 -5430 -648 4194 -2483 ,0
52831406 70767391 -17359879 ,1
-1066140 -661687 -1837297 3565124 ,1
24 -6 1564 ,0
-35442768 -6364304 81807072 ,1
-580 32029 379962 312790 -43553 ,0
-6235 -256644 762879 ,1
353 -68013 -9146 7727 16589 ,0
29490 -4168 12196 ,1
-172942744 -6136281 934208226 -9993267 ,1
-19071 -27854 46885 ,1
348991 113781 -112858 ,0
-305 -3315 10632 -12 ,1
-119608184 -204363396 472654655 -14868307 ,1
-225843 -6863539 2620488 501481 ,1
-459405374 -200180969 19665950 ,0
9513197 43786518 -52859148 ,0
-6835 -36816 -9907 -44604 -16579 ,0
-458223 -564152 623400 -396031 1280523 ,0
-531937044 1243804848 -268839330 -443028464 ,1
7088 312 -4378 -8029 2192 ,1
9272 -1005 -3977 844 -634 ,1
62153388 -58272437 -3880151 ,1
70484482 -15710921 -54773561 ,1
-743784307 705690248 -115078671 ,0
-29170 -82693 71883 39980 ,1
-596606988 -4259290 173368819 23347401 ,0
-63164130 82105575 -92002794 8382739 -39295588 ,0
-626928798 -749951051 762637228 2748056 -55330560 ,0
-3926 -306 3657 421 154 ,1
-2868 29089 -31900 -2683 18848 ,0
91325 -52840 7858 ,0
971719 -24382 -518377 -209521 ,1
26669 80892 -54678 -45276 -7607 ,1
-159091261 688501848 -649465665 -507146626 6272017 ,1
3604361 -6942810 -368715 ,0
-76686 -31346 72168 -1668 ,0
-9563 9306 -7559 3291 7394 ,0
3480 -882 997 -5595 ,1
-121 -807 149 -5909 7777 ,1
-4759765 -7917929 -4230704 10333612 ,0
-3041184 8701831 -11512551 4289174 -83508356 ,0
486725 -3019560 -847693 ,1
-625167668 627829634 -2661966 ,1
-133619 400247 -694590 ,0
-16835655 -954303 97069349 -25003697 -17275694 ,1
3347504 -194852 3756353 -6097691 5441258 ,0
329749465 -308901696 2197606 -142823831 ,1
-7177979 4570827 10243554 -7636399 ,1
-40301 1198264 -87186 -586175 455700 ,0
-98416892 274918965 -88478778 -66125235 ,0
-71177 49713 -24047 ,0
-349999 365526 -337034 382287 -514002 ,0
28270250 -6307741 113442508 -29193274 -6664491 ,0
24016457 619108438 -576321923 -66802972 ,1
-78280 78981 40954 23668 ,0
61 -6778 -3929 8271 64 ,0
-33576 7581 -78117 -21295 ,0
-4074528 40051889 -45393040 9415679 ,1
-78369475 -594445524 36252299 427301103 809124391 ,0
-5300 461565 406640 -89433 79137 ,1
-34992 37171 6866 -39045 ,1
-213984 736382 -522398 ,1
-17707 40483 -22776 ,1
15244 -50925 -8269 -40859 48043 ,0
-4452 -3839 6968 ,0
-378237924 -58749447 39144631 ,0
6399 -394 1567 -4026 ,1
5338360 -3152135 -2186225 ,1
-2231 -3646 5829 48 ,1
198693 -1691840 3683872 ,0
-60687937 44757639 68857593 -2370351 -50556944 ,1
-1034866 5930887 -1965917 228942 -4775466 ,0
445610 -355263 458794 ,0
98811591 -86260352 -9958579 13806846 ,0
4745320 -9159664 6284083 -470711 3104175 ,0
-3652 -4197 -1228 9077 ,1
509874 617977 -5059 -292090 ,0
1054447 -555454 -98993 ,1
176820 -274359 -847419 ,0
244503895 284980347 -771252533 839643144 112215159 ,0
-547621 -252908 1173602 ,0
104388062 -39405427 5428179 -25421567 ,0
3027664 -411520261 1116209699 -426861082 -622391266 ,0
31309 -28531 22060 10312 -35150 ,1
-9376736 3395657 5981079 ,1
-541942295 -396125310 1034653132 -455445849 ,0
148394 562440 17373 -188304 -539903 ,1
1521840 -6310506 -104281 197529 -2672354 ,0
9552 -2965 -5678 -909 ,1
-2944 -2548 8189 -6241 209 ,0
-144557 239705 881764 -546845 ,0
-1589177 1773897 1088758 ,0
-41471 -154 59258 23124 -25490 ,1
248313252 11223631 -447508013 -312028870 ,1
-297144 6605023 8087283 -60542 -5615048 ,0
-2751601 -271474 -4773172 5049381 1964878 ,0
5017805 -46325868 -17970646 -15623883 -52335983 ,0
5036898 -5143599 -5851834 ,0
5533 -614 -6869 6202 5058 ,0
56325 -26415 -5754 -14132 -11024 ,1
20940359 -51977337 -40600274 27646909 ,0
1598 935 -4246 -484 ,0
18146 506985 -1017830 310137 ,0
-90395057 50446278 13805684 34581248 -8438153 ,1
-30704396 -13804637 -50061436 19506548 ,0
-7251 3442 5107 ,0
