,context,label
4220,Jordan Ltd PLC,1
4221,penalty sanction may imposed STATEMENT,3
4222,Terri Ho,0
4223,wages tips etc  State,3
4224,Debbie Castillo,0
4225,Alexander-Smith and Sons,1
4226,Elizabeth Throughway Apt.  South Kennethport LA,2
4227,Black LLC Ltd,1
4228,Jeffrey Henderson,0
4229,Bailey Group Inc,1
4230,Robinson Pike Lake Danielle NE,2
4231,Dr. Jason,0
4232,Locality name   Wage,3
4233,c ZIP code Social security,3
4234,Dr. Mary,0
4235, Local income tax ,3
4236,"Patton, Hancock and Taylor Ltd",1
4237,Lane Inc and Sons,1
4238,EIC payment Dependent care benefits,3
4239,Lam Islands Lake Jennifer MA,2
4240,Robert Williams,0
4241,Chase Wilkerson,0
4242,tips Medicare tax withheld Social,3
4243,Hill-Adams LLC,1
4244,Steve Square Suite  North Jenniferstad WV,2
4245,"Bruce, Austin and White and Sons",1
4246,Fox Bypass South Roberta OR,2
4247,Wallace Ltd PLC,1
4248,David Station Williamhaven OR,2
4249,forbox    ,3
4250,Jasmine Cabrera,0
4251,Karen Reyes,0
4252,Carla Doyle,0
4253,"White, Dudley and Little PLC",1
4254,Jennifer Taylor,0
4255, Local income tax ,3
4256,Ashley Bryant,0
4257,imposed STATEMENT OMB income taxable,3
4258,Alexis Rojas,0
4259,name initial Last name ,3
4260,care benefits   e,3
4261,state ID number  State,3
4262,Abbott LLC and Sons,1
4263,tips  State income tax,3
4264,Silva LLC Inc,1
4265,Mackenzie Throughway Kevinmouth MT,2
4266,William Lamb,0
4267,Arthur Hobbs,0
4268,Kathryn Wu,0
4269,Kimberly Oval East Morgan UT,2
4270,"Ellison, Brown and Lopez LLC",1
4271,Smith-Lane Inc,1
4272,Mr. Ronald,0
4273,Wyatt Ford South Josephside WI,2
4274,Atkinson LLC Inc,1
4275,firstname initial Last name ,3
4276,Michael Perez,0
4277,Watson Highway Port Ericland MI,2
4278,number Advance EIC payment Dependent,3
4279,Kevin Prairie Adambury MS,2
4280,"Wallace, White and Donaldson PLC",1
4281,"Knox, Robles and Burton PLC",1
4282,paymen  Dependent care benefits,3
4283,James Noble,0
4284,Myers PLC and Sons,1
4285,Andrew Clark,0
4286,Jensen Dam Suite  Floreston NV,2
4287,Parker-Davenport and Sons,1
4288,Medicare wages tips Medicare tax,3
4289,Smith Ways Lake Amy MO,2
4290,Maria Allen,0
4291,Perkins Stravenue Millerstad WY,2
4292,Christopher Eaton,0
4293,Ross Inc Ltd,1
4294,Sims Cliffs Jacobsport CO,2
4295,Byrd Fort Maryfort CO,2
4296,Jason Acevedo,0
4297,tips etc  Local income,3
4298,"Williams, Mendoza and Collins Ltd",1
4299,"Parker, Evans and Valdez LLC",1
4300,identification number compensation Federal income,3
4301,Wendy Blair,0
4302,Roger Crest Apt.  Leeton IA,2
4303,Kimberly Coves Lake Kayla WI,2
4304,address ZIP code  State,3
4305,Pamela Vista Suite  New Danachester WV,2
4306,first name initial Last name,3
4307,Brown-Garcia and Sons,1
4308,Nancy Brock,0
4309,Bradshaw Glen Ashleyland SC,2
4310,lower portion REISSUED social security,3
4311,"Buckley, Brown and Armstrong Group",1
4312,Nonqualified plans a See instructions,3
4313,Ashley Hendricks,0
4314,Lastname  Nonqualified plans a,3
4315,Wilson River Huberfurt LA,2
4316,Amy Cline,0
4317,Sarah Lindsey,0
4318,Heather Ville Port Joshuaport MT,2
4319,Michael Shaw,0
4320,EIC payment  Dependent care,3
4321,tax  Local wages tips,3
4322,Karen Inlet Apt.  Juanborough AL,2
4323,Mark Hughes,0
4324,Ashley Howell,0
4325,James Allen,0
4326,Clements Ways Apt.  Lake Heather NC,2
4327,"Finley, Vincent and Cook Ltd",1
4328,number  State  State,3
4329,number Visit IRS Website STATEMENT,3
4330,Jordan and Sons Group,1
4331,"Fitzgerald, Taylor and Rice Ltd",1
4332,Derek Li,0
4333,Lauren Walker,0
4334,Hall Ltd Group,1
4335,Rogers Dale Lake Alexander ND,2
4336,Bobby Plaza Suite  Bobbyshire OK,2
4337,portion REISSUED social security number,3
4338,tips  State income tax,3
4339,Social security tips Allocated tips,3
4340,Williams LLC PLC,1
4341,Jackson Group PLC,1
4342,Shah-Klein and Sons,1
4343,Rachel Stravenue Melindaport MT,2
4344,Simon Ltd and Sons,1
4345,Jessica Heights Apt.  Hernandezbury MT,2
4346,wages Social security tax withheld,3
4347,"Moore, Brooks and Chapman Group",1
4348,"White, Gregory and Barrett Group",1
4349,"Chen, Pacheco and Hanson LLC",1
4350,Martin Plains Daltonburgh SD,2
4351,See instructions forbox  ,3
4352,"Green, Hayes and Andrews Ltd",1
4353,Wright Plains Lake Samanthaborough SD,2
4354,Carpenter Knoll Beckburgh ND,2
4355,"Brown, Lowe and Peters Inc",1
4356,Lynn Forges Lake Kayla DC,2
4357,"Horn, Freeman and Fuentes Inc",1
4358,Collins-Santana Ltd,1
4359,York Ltd LLC,1
4360,Angela Parkway Henryburgh TN,2
4361,Perez Rapid Apt.  West Ian TX,2
4362,Mullins Group Group,1
4363,Brock Group Ltd,1
4364,Gregory Path Suite  Williamsmouth LA,2
4365,James Village Suite  South Donald PA,2
4366,Parsons Turnpike Apt.  East Shaun IN,2
4367,etc  Local income tax,3
4368,STATEMENT OMB income taxable fail,3
4369,Stephanie Cliff Suite  South Anthony OR,2
4370,Alexander Haley,0
4371,Deborah Graham,0
4372,Rodney Gateway Powershaven TX,2
4373,Martinez Knolls South Tonya HI,2
4374,identification number othercompensation Federal income,3
4375,Hayley Forge West Kristenview NV,2
4376,"Tran, Huff and Gilbert Inc",1
4377,withheld Medicare wages tips Medicare,3
4378,Jade Field South Jody IN,2
4379,Cruz Square Lake Angelaland CT,2
4380,X x   Other,3
4381,Cunningham-Jones Ltd,1
4382,Keith Bridge Apt.  Angeltown WI,2
4383,tax withheld Medicare wages tips,3
4384,"Perry, Pacheco and Levine Ltd",1
4385,furnished Internal Revenue Cut Keep,3
4386,Jones Track South Jennifertown TN,2
4387,Castro-Morgan Ltd,1
4388,EIC payment Dependent care benefits,3
4389,Kelly Chapman,0
4390,Melanie Lopez,0
4391,Jeremy Russell,0
4392,Hill-Long PLC,1
4393, Statutor Retirement b employe,3
4394,Brandi Harrington,0
4395,Ernest White,0
4396,Brown Pass Lake Traciemouth NM,2
4397,sickpay D   Other,3
4398,Tamara Shore Suite  New Annaberg NE,2
4399,Richard Blake,0
4400,Lindsey-Wong Ltd,1
4401,Martin Alley Suite  Anthonyland MN,2
4402, Department Revenue Service Form,3
4403,Justin Woodward,0
4404,Heather Brown,0
4405,Kimberly Garden Apt.  North Robert ME,2
4406,Murphy Bypass West Christopherland AR,2
4407,Jessica Glens Suite  South Maureen KS,2
4408,  State state ID,3
4409,State wages tips etc ,3
4410,Tony Houston,0
4411,Michelle Rasmussen,0
4412,Rowe LLC LLC,1
4413,Mason Bypass Suite  East Lauriefort IA,2
4414,Tucker Inc Inc,1
4415,Jonathan Evans,0
4416,Chloe Johnson,0
4417,Thompson Neck Apt.  Jimenezberg CO,2
4418,imposed STATEMENT OMB income taxable,3
4419,Clay Wells Apt.  Chasebury SD,2
4420,Choi LLC and Sons,1
4421,Johnson-Sanchez PLC,1
4422,b Employer identification number othercompensation,3
4423,Jeremy Lodge Jasonchester GA,2
4424,Clark and Sons Ltd,1
4425,Service Form Statement se file,3
4426,Scott Owens,0
4427,Tina Jones,0
4428,name  Wage Tax ,3
4429,Evans Group Inc,1
4430,"Brown, Roberts and Ross Group",1
4431,Joseph Coves Suite  Port John MS,2
4432,"Wilson, Brown and Walker Inc",1
4433,Leslie Rogers,0
4434, e firstname initial Last,3
4435,Burns and Sons LLC,1
4436,Mike Manning,0
4437,Poole Falls Stevenborough IL,2
4438,Dustin Stravenue Woodhaven CT,2
4439,Ann Manning,0
4440,Martinez Neck Julieborough ME,2
4441,Jennifer Jones,0
4442,Shane Kirby,0
4443,Emily Mountain New Sarah DC,2
4444,Jeremiah Fords East Cory CO,2
4445,tax withheld Medicare wages tips,3
4446,"Patterson, Williams and Collins Group",1
4447,Cox Ltd Inc,1
4448,Little LLC Ltd,1
4449,William Circle North Evanfort OK,2
4450, Local income tax ,3
4451,Mr. Luke,0
4452,Solomon Viaduct Suite  South Andrew KY,2
4453,Dylan Calderon,0
4454,Jennifer Joyce,0
4455,X   Other enclosed,3
4456,Margaret Grove Adamburgh MN,2
4457,Frederick-Collier Inc,1
4458,Fowler and Sons LLC,1
4459,Federal income tax withheld ,3
4460,Nancy Track Suite  Candaceborough UT,2
4461,employee plan sickpay X ,3
4462,Watkins LLC Inc,1
4463,Ramsey-Hutchinson PLC,1
4464,Miller-Thornton Ltd,1
4465,Mercado Forge Suite  Lake Brittneyside SC,2
4466,Dr. Kaitlyn,0
4467,Lisa Meadow Suite  Josephville AZ,2
4468, Social security tips ,3
4469,benefit   e firstname,3
4470,ID number  State ,3
4471,forbox    ,3
4472,Boone Group Group,1
4473,Carol Mountains Apt.  Port Sabrinabury CA,2
4474,"Leonard, Miller and Johnson Inc",1
4475,Jeffery Groves Greertown KY,2
4476,withheld  Medicare wages tips,3
4477,Allison Alexander,0
4478,Malone Fort Apt.  North Jasmine NJ,2
4479,Gonzalez Center New Sherryburgh MO,2
4480,Martin and Sons Ltd,1
4481,Stone Haven South Johnburgh PA,2
4482,Cynthia Sexton,0
4483,Control number Advance EIC payment,3
4484, e first name initial,3
4485,Kelly Jackson,0
4486,Sarah Chavez,0
4487,Lee-Cantu Inc,1
4488,"Garcia, Cook and Brown Ltd",1
4489,Sara Randall,0
4490,Julie Spur Walkerstad MO,2
4491,Martin Plain New Keith GA,2
4492,Bill Miller,0
4493,Ashley Groves Christianchester GA,2
4494,file Copy C For Use,3
4495,Cody Way Suite  Port Jessica OR,2
4496,"Mccormick, King and Warren Ltd",1
4497,Miller-Wilson and Sons,1
4498,"Anderson, Hartman and Martinez Ltd",1
4499,Howell-May Inc,1
4500,Harvey Union Apt.  West James ME,2
4501,Gray LLC LLC,1
4502,Bush Inc Inc,1
4503,Jackson Trail Apt.  Lake Brooke KS,2
4504,number This information furnished Internal,3
4505,Evans Forges Longport MA,2
4506,Andrew Avenue Chasefurt CT,2
4507,Wilson-Wilson LLC,1
4508,Form Statement se file Copy,3
4509,Frederick-Hendricks Group,1
4510,  Statutor Retirement b,3
4511,Stephen Fitzpatrick,0
4512,Bauer Club Crystalburgh VA,2
4513,plans a See instructions box,3
4514,tax withhel c ZIP code,3
4515,"Parsons, Farmer and Sanchez Inc",1
4516,Eric Wright,0
4517,State state ID number ,3
4518,"Barton, Graves and Kelley and Sons",1
4519,wages tips  State income,3
4520,Adams-Simon Inc,1
4521,May Ville New Roger NC,2
4522,Gerald Johnson,0
4523,"Gordon, Haas and Johns LLC",1
4524,"Adams, Reyes and Vega Ltd",1
4525,Herring LLC Group,1
4526,Phillip Austin,0
4527,Mark Sims,0
4528,Timothy Spurs Apt.  Kurtburgh KS,2
4529,Ibarra Canyon Apt.  Hillville NH,2
4530,Lowery-Ramirez Group,1
4531,IM Wage Tax  Department,3
4532,Christopher Club Suite  Jenniferfort CT,2
4533,Joseph Cliffs Apt.  Port Ashleyhaven HI,2
4534,  e firstname initial,3
4535,Michael Castaneda,0
4536,James Fritz,0
4537,Evans Island Benjaminberg CT,2
4538,Joanne Rest Suite  New Nicole TX,2
4539,Justin Unions East Amy WI,2
4540,Martin Lewis,0
4541,Kimberly Daniels,0
4542,Candice Mills Apt.  Dodsonberg AZ,2
4543,state ID number  State,3
4544,Linda Terrace Nathanielburgh NE,2
4545,Kathryn Islands Haasshire MD,2
4546,identification number compensation Federal income,3
4547,Vincent Loop Apt.  Richardmouth NH,2
4548,Carlson Group Group,1
4549,Other enclosed Notice c P,3
4550,John Park,0
4551, f address ZIP code,3
4552,Martin Glen West Kara CA,2
4553,EIC payment Dependent care benefits,3
4554,Steele and Sons LLC,1
4555,Zachary Morrow,0
4556,Gonzalez-Randall Group,1
4557,Stevenson LLC Ltd,1
4558,Smith-Davis Ltd,1
4559,withheld Social security tips ,3
4560,Social security wages Social security,3
4561,Duarte PLC Inc,1
4562,Jaime Washington,0
4563,Michelle Estate Hamiltonside IL,2
4564,Anthony Irwin,0
4565,name  Nonqualified plans a,3
4566,George Martin,0
4567,etc  Local income tax,3
4568,Danielle Gonzalez,0
4569,Munoz Gardens Russellland SD,2
4570,Mendoza Drive Suite  Shawnstad UT,2
4571,Bethany Barnes,0
4572,Stephens LLC Group,1
4573,Hooper Square Suite  Port Sarah MN,2
4574,Waller LLC LLC,1
4575,Rodriguez Harbor Port Nicholas OH,2
4576,code  State state ID,3
4577,Williams-Taylor Ltd,1
4578,"Richardson, Wilson and Ellis and Sons",1
4579,"Richardson, Wilson and Ward PLC",1
4580, Dependent care benefits ,3
4581,Revenue Service Form Statement se,3
4582,"Nolan, Webster and Carroll Ltd",1
4583,Gloria Fork East Mariahview NM,2
4584,David Hill,0
4585,Miranda Conway,0
4586,Ronnie Mountains Suite  North Patriciamouth AL,2
4587,Julie Ways Apt.  New Craigbury IA,2
4588,Castillo-Sanchez and Sons,1
4589,Warren Key Apt.  South Joshua CO,2
4590,Adkins Group Group,1
4591,STATEMENT OMB income taxable fail,3
4592,security tax withheld Medicare wages,3
4593,Kevin Brook Suite  Warrenview WI,2
4594,tax  Local  Local,3
4595,Adams-Griffith Inc,1
4596,Deanna Passage West Charleshaven NM,2
4597,Larry Lake Tamarafort AR,2
4598,Matthew Streets New Ryan RI,2
4599,Hernandez Ltd PLC,1
4600,Davis PLC and Sons,1
4601,Valencia PLC Ltd,1
4602,"Thompson, Butler and Garcia Inc",1
4603,"Johnson, Carpenter and Swanson LLC",1
4604,Pamela Route West Meghanmouth MS,2
4605,Jeffrey Marsh,0
4606,Lauren Harrell,0
4607,Chan PLC Group,1
4608,identification number compensation Federal income,3
4609,Juan Price,0
4610,"Parsons, Cox and Baird LLC",1
4611,"Santana, Walters and Parker Inc",1
4612,Jesse Scott,0
4613,Anthony Turner,0
4614,Dependent care benefits  ,3
4615,John Cape Suite  North Andrew CO,2
4616,Newman Heights Port Justin IA,2
4617,name initial Last name ,3
4618,Marshall-Marshall LLC,1
4619,Laurie Campbell,0
4620,Website STATEMENT OMB Use Rsev,3
4621,Denise Lewis,0
4622,Castillo Ltd and Sons,1
4623,Sean Williamson,0
4624,Nichols Port Suite  Staceyburgh VT,2
4625,Tyler Hernandez,0
4626,Social security wages Social security,3
4627,Kim Evans,0
4628,Jose Miller,0
4629,Jennifer Parks Richardton NJ,2
4630,Kayla Torres,0
4631,Long Islands New Jacqueline KY,2
4632,If required STATEMENT OMB file,3
4633,  Statutor Retirement b,3
4634,income tax withheld ZIP code,3
4635,Hernandez Estates Danielborough DE,2
4636,Cynthia Briggs,0
4637,Stokes-Whitney Inc,1
4638,Alyssa Williams,0
4639,Victoria Richardson,0
4640,Young PLC Ltd,1
4641,Ashley Radial West Nicholas NE,2
4642,ZIP code  State state,3
4643,REISSUED social security number This,3
4644,Locality name Wage Tax ,3
4645,Bailey-Mueller Inc,1
4646,Martinez Wells Apt.  Lake Paulfurt ND,2
4647,Rebecca Galloway,0
4648,Teresa Rice,0
4649,Brown Court Cheryltown MD,2
4650,Julie Radial Port Richardshire NJ,2
4651,Jeremy Sellers,0
4652,Hess-Clark Group,1
4653,Turner-Powell and Sons,1
4654,"Ramsey, Wright and Rogers Ltd",1
4655,Jason River Apt.  West Kennethside RI,2
4656,Harmon-Kerr PLC,1
4657,Byrd and Sons and Sons,1
4658,Service Form Statement se file,3
4659,Lawrence Smith,0
4660,social security number Visit IRS,3
4661,Perry Key Katelynfort NE,2
4662, e first name initial,3
4663,Thompson Ltd Inc,1
4664,Kathleen Rodriguez,0
4665,"Carlson, Anderson and Carson and Sons",1
4666,Advance EIC payment Dependent care,3
4667,Kristin Ramsey,0
4668,Dependent care benefits  ,3
4669,Jeffrey Motorway Suite  East Stephenbury NH,2
4670,Todd Silva,0
4671,"Parker, Munoz and Andrews and Sons",1
4672,State  State income tax,3
4673,Dennis Atkinson,0
4674,Morales Wells New John VT,2
4675,Carol Dunn,0
4676,penalty sanction may imposed income,3
4677,Craig Viaduct New Bonnie NE,2
4678,Tyler Bridge South Stevenberg FL,2
4679,Nina Johnson,0
4680,income tax  Local ,3
4681,Andrew Boyle,0
4682,"Patterson, Martinez and Jennings Group",1
4683,Karen Alley Apt.  Arthurside RI,2
4684,Revenue Service Form Statement Copy,3
4685,Valdez Prairie Lake Trevor UT,2
4686,Lauren Valleys Apt.  West Kimberly NC,2
4687,Gonzalez Courts Suite  Johnsonport OK,2
4688,Justin Light Suite  Matthewbury MT,2
4689,Statement se file Copy C,3
4690,Matthew Gomez,0
4691,Castillo LLC Inc,1
4692,George Ville New James WA,2
4693,State wages tips  State,3
4694,EIC payment Dependent care benefits,3
4695,EIC payment Dependent care benefits,3
4696,Ortiz Tunnel Brownberg ME,2
4697,"Martinez, Jones and Mendoza Ltd",1
4698,Mathews-Graham Inc,1
4699,EIC payment  Dependent care,3
4700,Shepherd Ltd LLC,1
4701,withheld Medicare wages tips Medicare,3
4702,Jennifer Jefferson,0
4703,"Wiley, Richardson and Fuentes Ltd",1
4704,Robert Davidson,0
4705,Bell Overpass Apt.  North Michele RI,2
4706,Smith Passage Rollinsland CA,2
4707,Local tips etc  Local,3
4708,Gray-Walker Group,1
4709,Patricia Russell,0
4710,Johnson Burgs Suite  Stephanietown WY,2
4711,Barajas-Martin Inc,1
4712,"Jackson, Brown and Evans Ltd",1
4713,Bruce Smith,0
4714,Hughes Loop Port Joyce RI,2
4715,Thomas Greens Apt.  South Erin FL,2
4716,Laurie Burgs North Frankfurt ID,2
4717,fail report b Employer identification,3
4718, Local income tax ,3
4719,Benjamin Wright,0
4720,Jones Greens Liview OH,2
4721,James Henderson,0
4722,wages tips Medicare tax withheld,3
4723,Kent Inc LLC,1
4724,number compensation Federal income tax,3
4725,Maria Austin,0
4726,Aguilar-Watson Group,1
4727, Department Revenue Service Form,3
4728,EIC payment  Dependent carebenefits,3
4729,Dunn-Floyd Ltd,1
4730,Young-Sharp and Sons,1
4731,income tax withheld c ZIP,3
4732,Medicare wages tips Medicare tax,3
4733,Julie Hill,0
4734,Brittany Manor Apt.  Toddborough NY,2
4735,Wage Tax  Department Revenue,3
4736,Evans Ltd Group,1
4737,Walker-Duarte Inc,1
4738,  G  ,3
4739, d  f address,3
4740,George Meadows Apt.  Laurachester IL,2
4741,Crawford-Wheeler and Sons,1
4742,Matthew Morgan,0
4743,Foster-Peterson PLC,1
4744,"Cooper, Spence and Curry Ltd",1
4745,"Petersen, Bates and Jackson Inc",1
4746,Veronica Freeman,0
4747,Joann Plaza Suite  Alanville AZ,2
4748,Moran-Valenzuela LLC,1
4749,"Brown, Luna and Franco PLC",1
4750,Miller PLC Group,1
4751,Justin Carpenter,0
4752,Carl Powell,0
4753,  Statutor Retirement ,3
4754,Tony Harper,0
4755,a See instructions forbox ,3
4756,Russell-Watson PLC,1
4757,Chelsey Hopkins,0
4758,Aaron Black,0
4759,Johnson-Gutierrez and Sons,1
4760,Anthony Cape Port Davidside KS,2
4761,Daniel Thompson,0
4762,number compensation Federal income tax,3
4763,Taylor Mills,0
4764,withheld Social security tips Allocated,3
4765,Karen Mercado,0
4766,Hobbs Inc Ltd,1
4767,Cohen LLC Group,1
4768,"Pierce, Lewis and Frost Ltd",1
4769,care benefit  e firstname,3
4770,Strickland Inc Ltd,1
4771,Donna Harris,0
4772,Buckley Estate Suite  Jamesmouth MS,2
4773,Website STATEMENT OMB Use nsew,3
4774, Department Revenue Service Form,3
4775,William Fernandez,0
4776,This information furnished Internal Revenue,3
4777,James Walker,0
4778,"Vance, Richmond and Cole and Sons",1
4779,Scott Courts Dianachester IA,2
4780,Gillespie Rue Apt.  South Danachester AL,2
4781,Manning-Cummings Ltd,1
4782,security tax withheld Medicare wages,3
4783,Hall-Thomas Group,1
4784,address ZIP code  State,3
4785,Tammy Glen South Troy AK,2
4786, G   Statutor,3
4787,Mays Villages Apt.  West Thomasshire NH,2
4788,Mueller Lane Suite  Jefferyland HI,2
4789,Jaime Anderson,0
4790,Peggy Isle Apt.  West Elizabeth AL,2
4791,Carter LLC PLC,1
4792,d f address ZIP code,3
4793,Steve Armstrong,0
4794,Laura Underpass Apt.  East Katie HI,2
4795,King Trail West Williamfurt NJ,2
4796,Morris and Sons Inc,1
4797,Ramos PLC PLC,1
4798,Porter-Alvarez Ltd,1
4799,Stacy Plains Tylerbury ND,2
4800,address ZIP code  State,3
4801,Singh Crossroad Evanschester PA,2
4802,Michael Morrison,0
4803,Mrs. Anna,0
4804,Cox-Lopez and Sons,1
4805,Troy Fall Apt.  West James OH,2
4806,"Allen, Jarvis and Mora Inc",1
4807,Federal income tax withheld c,3
4808,Calvin Brown,0
4809,Lindsey Lock Sydneyshire FL,2
4810,Hanson and Sons Ltd,1
4811,Use nsew file b Employer,3
4812,Lori Inlet Suite  Braunstad VT,2
4813,Wilson Cove Apt.  Lake Loribury IA,2
4814,Mcgrath-Smith Inc,1
4815,"Valencia, Howe and Kemp Group",1
4816,Martinez Spurs South Jeffreytown NH,2
4817,Ashley Smith,0
4818,Martin Ltd LLC,1
4819,Shane Lopez,0
4820,portion REISSUED social security number,3
4821,Julie Miller,0
4822,STATEMENT OMB Use nsew file,3
4823, State income tax ,3
4824,Sharon Solis,0
4825,Susan Path Shellyport IN,2
4826,Paul Riddle,0
4827,Miller and Sons Inc,1
4828,Teresa Ports Apt.  Prattfurt MD,2
4829,Harmon Meadows North Nicoleville WY,2
4830,a See instructions box ,3
4831,Robinson Cove Suite  West Sheri MN,2
4832,Laura Webb,0
4833,Garcia-Parker and Sons,1
4834,Travis Lopez,0
4835,Nicholas Murphy,0
4836,Larry Barnes,0
4837,Thomas Mann,0
4838,Dr. Nicholas,0
4839,fail report b Employer identification,3
4840,Use asev file b Employer,3
4841,"Adams, Chase and Gilbert Inc",1
4842,William Cape Suite  Scottside ND,2
4843,Steven Davis,0
4844,security number This information furnished,3
4845,Young-Stevens Ltd,1
4846,  Statutory Retirement b,3
4847,Obrien Stravenue West Matthew NV,2
4848,Jessica Russell,0
4849,"Lane, Richardson and Nichols Group",1
4850,Mark Circles Suite  Kimborough MO,2
4851,Ramirez-Moon Group,1
4852,Scott-Eaton Inc,1
4853,David Plains Suite  Lake Elizabethville KS,2
4854,James Abbott,0
4855,Richards Estates Rebeccaberg CO,2
4856,b employee plan sickpay X,3
4857,Robert Glens East Vanessa AK,2
4858,Hannah Ford Suite  Sanchezside NE,2
4859,Heath Extension Lake Katherineborough TN,2
4860,"Simpson, Gibson and Keller Ltd",1
4861,Statutory Retirement b employe lan,3
4862,"Lane, Mcguire and York LLC",1
4863,James Murray,0
4864,name initial Last name ,3
4865,Mary Donovan,0
4866,"Brock, Pham and Estes and Sons",1
4867,John Hill,0
4868,Peter Chen,0
4869,Michael Chang,0
4870,Colon Roads Suite  West Alexandrafurt WV,2
4871,Website STATEMENT OMB Use b,3
4872,Patricia Road Lake Tiffanyville CA,2
4873,required file tax negligence penalty,3
4874,taxable fail report b Employer,3
4875,Schneider-Best Group,1
4876,Holt Group and Sons,1
4877,"Beltran, Smith and Bush Inc",1
4878,Ferguson and Sons Ltd,1
4879,Herring Camp Port Angelhaven OH,2
4880,"Meza, Young and Rogers Inc",1
4881,Patricia Bridges,0
4882,ZIP code  State state,3
4883,file Copy C For Use,3
4884,Last name  Nonqualified plans,3
4885,Shaffer-Hale Inc,1
4886,John Barnes,0
4887,Paula Hunter,0
4888,security tax withheld Medicare wages,3
4889,first name initial Last name,3
4890,Martin Becker,0
4891,identification number compensation Federal income,3
4892,Diana Meza,0
4893,Gonzalez-Casey Group,1
4894,Justin Fitzgerald,0
4895,Rogers Grove Port Vincent MD,2
4896,State income tax  Local,3
4897,David Robinson,0
4898, Local wages tips etc,3
4899,Matthew Locks West Tamaramouth TX,2
4900,Carolyn Mclaughlin,0
4901,Debbie Dawson,0
4902,Dakota Young,0
4903,Victor Franco,0
4904,Timothy Circle Apt.  South Gilbert TX,2
4905,Wood Circles Thomashaven NJ,2
4906,"Coleman, Taylor and Little Group",1
4907,Nelson and Sons Ltd,1
4908,b employer plan sickpay X,3
4909,Stefanie Thomas,0
4910,address ZIP code  State,3
4911,"Stephens, Clark and Foster Group",1
4912,Raymond Centers Rachelmouth ME,2
4913,Mary Stevens,0
4914,Katherine Cox,0
4915,Nguyen Expressway Apt.  New Douglas NM,2
4916,Ramos LLC Group,1
4917,Antonio Lock East Jeff GA,2
4918,Sutton Inlet Suite  Chadfort TX,2
4919,tax withheld  Medicare wages,3
4920,Jessica Light South Lisaside UT,2
4921,Stafford Creek East Justinchester WA,2
4922, State state ID number,3
4923,sanction may imposed STATEMENT OMB,3
4924,Anthony Run Apt.  West Sarah ND,2
4925,James Garcia,0
4926,Amanda Hill,0
4927,Campbell-Harvey Inc,1
4928,Lauren Bautista,0
4929,Flores Branch Suite  Port Derek ID,2
4930,Samantha Wall Lake Jeffery MI,2
4931,Joshua Vaughan,0
4932,Burton Fords Apt.  Brandontown ID,2
4933,may imposed STATEMENT OMB income,3
4934,Nguyen Ridges Suite  South Toddchester CA,2
4935,Kevin Adams,0
4936,income tax withheld c ZIP,3
4937,Dustin Black,0
4938,Ferguson Ports Apt.  East Kathyfurt IA,2
4939,Adriana Ryan,0
4940,Valencia Common Georgehaven SC,2
4941,plans a See instructions forbox,3
4942,Chan Freeway Gibsonview AK,2
4943,Donald Wagner,0
4944,Adrienne Hill,0
4945,George Inc PLC,1
4946,Carla Guerra,0
4947,Gray LLC Ltd,1
4948,Anthony Mendoza,0
4949,Christopher Adams,0
4950,Sarah Moore,0
4951,Burns-Morrison Ltd,1
4952,enclosed Notice c d D,3
4953,security tax withheld  Medicare,3
4954,Mcconnell Inc LLC,1
4955,Social security tax withheld Medicare,3
4956,Robertson Trafficway Christineberg IA,2
4957,Jensen Estates Suite  East Jacqueline VT,2
4958,"Proctor, Prince and Holden PLC",1
4959,information furnished Internal Revenue If,3
4960,Mary River Edwardstown AL,2
4961,Anna Murphy,0
4962,Jimenez PLC Ltd,1
4963,John King,0
4964,Nguyen PLC Group,1
4965,"Meyer, Robles and Gill PLC",1
4966,Waters PLC Group,1
4967,Brown Hollow Suite  Phyllismouth ME,2
4968,Stone Ltd and Sons,1
4969, D   Statutory,3
4970,c ZIP code Social security,3
4971,Social security tax withheld Medicare,3
4972,Craig Conway,0
4973,name initial Lastname  Nonqualified,3
4974,Schmidt PLC PLC,1
4975,security wages Social security tax,3
4976,Rivera and Sons PLC,1
4977,Roberts Group Group,1
4978,Moody-Hill PLC,1
4979,Charles Fields Suite  Stokesport MO,2
4980, State income tax ,3
4981, d f address ZIP,3
4982,Dixon Spurs Suite  Dorisburgh VT,2
4983,"Pratt, Ward and Smith Inc",1
4984,Knapp-May PLC,1
4985,Revenue Service Form Statement se,3
4986,Erin Lee,0
4987,Albert Terrace Suite  Denisefort NH,2
4988,Barry-Holmes PLC,1
4989,Robinson-Garcia LLC,1
4990,"Beasley, Castro and Mcmahon LLC",1
4991,Cooper-Mcdonald Ltd,1
4992,Stephanie Green,0
4993,"Kirk, Conway and Chang Ltd",1
4994,Russo-Vazquez and Sons,1
4995,Richards PLC and Sons,1
4996,Jefferson Group Group,1
4997,Brian Highway Lake Ashley HI,2
4998,Turner Isle West Ashleyshire VT,2
4999,Bell-Campbell PLC,1
5000,Carla Square Suite  East Nancy NV,2
5001,Daniel Wilson,0
5002,Statutory Retirement b employee plan,3
5003,Nicholas Walters,0
5004,Suzanne Wells,0
5005,Jones Square Apt.  Joshuaview ID,2
5006, Other enclosed Notice c,3
5007,Dependent care benefit  ,3
5008,  G  ,3
5009,Stefanie Flats Port Anthony VT,2
